role,variant,K,threshold,n,strict_correct,reverse,model_tie,unavailable,strict_accuracy,eligible_bidirectional_pairs,both_directions_correct,preferred@1,queries,triggered_queries,triggered_fraction,judged_candidates,mean_judged,requested_candidates,mean_requested,missing_judge_candidates,fallback_queries,changed_queries
development,fusion_margin,20,0.008321821689605713,74,40,34,0,0,0.5405405405405406,37,5,0.36486486486486486,76,9,0.11842105263157894,179,2.3552631578947367,180,2.3684210526315788,1,1,5
development,fusion_margin,20,0.009054020047187805,74,40,34,0,0,0.5405405405405406,37,5,0.36486486486486486,76,10,0.13157894736842105,199,2.6184210526315788,200,2.6315789473684212,1,1,5
development,fusion_margin,20,0.00966879725456238,74,40,34,0,0,0.5405405405405406,37,5,0.36486486486486486,76,11,0.14473684210526316,219,2.8815789473684212,220,2.8947368421052633,1,1,5
development,fusion_margin,20,0.010048896074295044,74,40,34,0,0,0.5405405405405406,37,5,0.36486486486486486,76,12,0.15789473684210525,239,3.1447368421052633,240,3.1578947368421053,1,1,6
development,fusion_margin,20,0.010077059268951416,74,40,34,0,0,0.5405405405405406,37,5,0.36486486486486486,76,12,0.15789473684210525,239,3.1447368421052633,240,3.1578947368421053,1,1,6
development,fusion_margin,20,0.010193154215812683,74,41,33,0,0,0.5540540540540541,37,6,0.3783783783783784,76,13,0.17105263157894737,259,3.4078947368421053,260,3.4210526315789473,1,1,7
development,fusion_margin,20,0.010251641273498535,74,41,33,0,0,0.5540540540540541,37,6,0.3783783783783784,76,14,0.18421052631578946,279,3.6710526315789473,280,3.6842105263157894,1,1,8
development,fusion_margin,20,0.010291099548339844,74,42,32,0,0,0.5675675675675675,37,7,0.3918918918918919,76,15,0.19736842105263158,299,3.9342105263157894,300,3.9473684210526314,1,1,9
development,fusion_margin,20,0.01035010814666748,74,42,32,0,0,0.5675675675675675,37,7,0.3918918918918919,76,15,0.19736842105263158,299,3.9342105263157894,300,3.9473684210526314,1,1,9
development,fusion_margin,20,0.010455474257469177,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,16,0.21052631578947367,319,4.197368421052632,320,4.2105263157894735,1,1,10
development,fusion_margin,20,0.010513901710510254,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,17,0.2236842105263158,339,4.4605263157894735,340,4.473684210526316,1,1,11
development,fusion_margin,20,0.01060408353805542,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,18,0.23684210526315788,359,4.723684210526316,360,4.7368421052631575,1,1,11
development,fusion_margin,20,0.010804712772369385,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,18,0.23684210526315788,359,4.723684210526316,360,4.7368421052631575,1,1,11
development,fusion_margin,20,0.011361002922058105,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,19,0.25,379,4.9868421052631575,380,5.0,1,1,11
development,fusion_margin,20,0.01174435019493103,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,20,0.2631578947368421,399,5.25,400,5.2631578947368425,1,1,12
development,fusion_margin,20,0.012051686644554138,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,21,0.27631578947368424,419,5.5131578947368425,420,5.526315789473684,1,1,13
development,fusion_margin,20,0.01237994432449341,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,22,0.2894736842105263,439,5.776315789473684,440,5.7894736842105265,1,1,14
development,fusion_margin,20,0.012751743197441101,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,22,0.2894736842105263,439,5.776315789473684,440,5.7894736842105265,1,1,14
development,fusion_margin,20,0.013709008693695068,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,23,0.3026315789473684,459,6.0394736842105265,460,6.052631578947368,1,1,14
development,fusion_margin,20,0.014550313353538513,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,24,0.3157894736842105,479,6.302631578947368,480,6.315789473684211,1,1,14
development,fusion_margin,20,0.014574229717254639,74,41,33,0,0,0.5540540540540541,37,7,0.3783783783783784,76,24,0.3157894736842105,479,6.302631578947368,480,6.315789473684211,1,1,14
development,fusion_margin,20,0.014819025993347168,74,42,32,0,0,0.5675675675675675,37,8,0.3918918918918919,76,25,0.32894736842105265,499,6.565789473684211,500,6.578947368421052,1,1,15
development,fusion_margin,20,0.015053182840347292,74,42,32,0,0,0.5675675675675675,37,8,0.3918918918918919,76,26,0.34210526315789475,519,6.828947368421052,520,6.842105263157895,1,1,16
development,fusion_margin,20,0.015819787979125984,74,42,32,0,0,0.5675675675675675,37,8,0.3918918918918919,76,27,0.35526315789473684,539,7.092105263157895,540,7.105263157894737,1,1,17
development,fusion_margin,20,0.0176619291305542,74,42,32,0,0,0.5675675675675675,37,8,0.3918918918918919,76,27,0.35526315789473684,539,7.092105263157895,540,7.105263157894737,1,1,17
development,fusion_margin,20,0.018007174134254456,74,42,32,0,0,0.5675675675675675,37,8,0.3918918918918919,76,28,0.3684210526315789,559,7.355263157894737,560,7.368421052631579,1,1,17
development,fusion_margin,20,0.0184018611907959,74,42,32,0,0,0.5675675675675675,37,8,0.3918918918918919,76,29,0.3815789473684211,579,7.618421052631579,580,7.631578947368421,1,1,18
development,fusion_margin,20,0.019479036331176758,74,43,31,0,0,0.581081081081081,37,9,0.40540540540540543,76,30,0.39473684210526316,599,7.881578947368421,600,7.894736842105263,1,1,19
development,fusion_margin,20,0.021871745586395264,74,43,31,0,0,0.581081081081081,37,9,0.40540540540540543,76,30,0.39473684210526316,599,7.881578947368421,600,7.894736842105263,1,1,19
development,fusion_margin,20,0.02340668439865113,74,43,31,0,0,0.581081081081081,37,9,0.40540540540540543,76,31,0.40789473684210525,619,8.144736842105264,620,8.157894736842104,1,1,20
development,fusion_margin,20,0.02522990107536316,74,43,31,0,0,0.581081081081081,37,9,0.40540540540540543,76,32,0.42105263157894735,639,8.407894736842104,640,8.421052631578947,1,1,21
development,fusion_margin,20,0.026759549975395203,74,44,30,0,0,0.5945945945945946,37,10,0.4189189189189189,76,33,0.4342105263157895,659,8.671052631578947,660,8.68421052631579,1,1,22
development,fusion_margin,20,0.027413785457611084,74,44,30,0,0,0.5945945945945946,37,10,0.4189189189189189,76,33,0.4342105263157895,659,8.671052631578947,660,8.68421052631579,1,1,22
development,fusion_margin,20,0.027536138892173767,74,44,30,0,0,0.5945945945945946,37,10,0.4189189189189189,76,34,0.4473684210526316,679,8.93421052631579,680,8.947368421052632,1,1,23
development,fusion_margin,20,0.027715027332305908,74,44,30,0,0,0.5945945945945946,37,10,0.4189189189189189,76,35,0.4605263157894737,699,9.197368421052632,700,9.210526315789474,1,1,23
development,fusion_margin,20,0.028922155499458313,74,43,31,0,0,0.581081081081081,37,9,0.4189189189189189,76,36,0.47368421052631576,719,9.460526315789474,720,9.473684210526315,1,1,24
development,fusion_margin,20,0.03212922811508179,74,43,31,0,0,0.581081081081081,37,9,0.4189189189189189,76,36,0.47368421052631576,719,9.460526315789474,720,9.473684210526315,1,1,24
development,fusion_margin,20,0.0366736501455307,74,43,31,0,0,0.581081081081081,37,9,0.4189189189189189,76,37,0.4868421052631579,739,9.723684210526315,740,9.736842105263158,1,1,24
development,fusion_margin,20,0.039937883615493774,74,44,30,0,0,0.5945945945945946,37,10,0.43243243243243246,76,38,0.5,759,9.986842105263158,760,10.0,1,1,25
development,fusion_margin,20,0.042070090770721436,74,45,29,0,0,0.6081081081081081,37,11,0.44594594594594594,76,39,0.5131578947368421,779,10.25,780,10.263157894736842,1,1,26
development,fusion_margin,20,0.04321843385696411,74,45,29,0,0,0.6081081081081081,37,11,0.44594594594594594,76,39,0.5131578947368421,779,10.25,780,10.263157894736842,1,1,26
development,fusion_margin,20,0.043594613671302795,74,45,29,0,0,0.6081081081081081,37,11,0.44594594594594594,76,40,0.5263157894736842,799,10.513157894736842,800,10.526315789473685,1,1,27
development,fusion_margin,20,0.04529660940170288,74,46,28,0,0,0.6216216216216216,37,12,0.4594594594594595,76,41,0.5394736842105263,819,10.776315789473685,820,10.789473684210526,1,1,28
development,fusion_margin,20,0.05001220107078552,74,46,28,0,0,0.6216216216216216,37,12,0.4594594594594595,76,42,0.5526315789473685,839,11.039473684210526,840,11.052631578947368,1,1,28
development,fusion_margin,20,0.0594291687011719,74,46,28,0,0,0.6216216216216216,37,12,0.4594594594594595,76,43,0.5657894736842105,859,11.302631578947368,860,11.31578947368421,1,1,29
development,fusion_margin,20,0.06199577450752261,74,46,28,0,0,0.6216216216216216,37,12,0.4594594594594595,76,43,0.5657894736842105,859,11.302631578947368,860,11.31578947368421,1,1,29
development,fusion_margin,20,0.06442946195602417,74,46,28,0,0,0.6216216216216216,37,12,0.47297297297297297,76,44,0.5789473684210527,879,11.56578947368421,880,11.578947368421053,1,1,30
development,fusion_margin,20,0.06733447313308716,74,47,27,0,0,0.6351351351351351,37,13,0.47297297297297297,76,45,0.5921052631578947,899,11.828947368421053,900,11.842105263157896,1,1,31
development,fusion_margin,20,0.07131505012512207,74,47,27,0,0,0.6351351351351351,37,13,0.47297297297297297,76,45,0.5921052631578947,899,11.828947368421053,900,11.842105263157896,1,1,31
development,fusion_margin,20,0.07254859805107117,74,47,27,0,0,0.6351351351351351,37,13,0.47297297297297297,76,46,0.6052631578947368,919,12.092105263157896,920,12.105263157894736,1,1,32
development,fusion_margin,20,0.07513454556465149,74,47,27,0,0,0.6351351351351351,37,13,0.47297297297297297,76,47,0.618421052631579,939,12.355263157894736,940,12.368421052631579,1,1,32
development,fusion_margin,20,0.07749013602733612,74,47,27,0,0,0.6351351351351351,37,13,0.47297297297297297,76,48,0.631578947368421,959,12.618421052631579,960,12.631578947368421,1,1,33
development,fusion_margin,20,0.07803261280059814,74,47,27,0,0,0.6351351351351351,37,13,0.47297297297297297,76,48,0.631578947368421,959,12.618421052631579,960,12.631578947368421,1,1,33
development,fusion_margin,20,0.07839153707027435,74,47,27,0,0,0.6351351351351351,37,13,0.47297297297297297,76,49,0.6447368421052632,979,12.881578947368421,980,12.894736842105264,1,1,34
development,fusion_margin,20,0.08031263947486877,74,47,27,0,0,0.6351351351351351,37,13,0.47297297297297297,76,50,0.6578947368421053,999,13.144736842105264,1000,13.157894736842104,1,1,34
development,fusion_margin,20,0.08235464990139008,74,48,26,0,0,0.6486486486486487,37,14,0.47297297297297297,76,51,0.6710526315789473,1019,13.407894736842104,1020,13.421052631578947,1,1,35
development,fusion_margin,20,0.08307629823684695,74,48,26,0,0,0.6486486486486487,37,14,0.47297297297297297,76,52,0.6842105263157895,1039,13.671052631578947,1040,13.68421052631579,1,1,36
development,fusion_margin,20,0.08581130206584933,74,48,26,0,0,0.6486486486486487,37,14,0.47297297297297297,76,52,0.6842105263157895,1039,13.671052631578947,1040,13.68421052631579,1,1,36
development,fusion_margin,20,0.08747881650924684,74,48,26,0,0,0.6486486486486487,37,14,0.47297297297297297,76,53,0.6973684210526315,1059,13.93421052631579,1060,13.947368421052632,1,1,37
development,fusion_margin,20,0.08847758173942566,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,54,0.7105263157894737,1079,14.197368421052632,1080,14.210526315789474,1,1,38
development,fusion_margin,20,0.08920633792877197,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,54,0.7105263157894737,1079,14.197368421052632,1080,14.210526315789474,1,1,38
development,fusion_margin,20,0.09384512901306152,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,55,0.7236842105263158,1099,14.460526315789474,1100,14.473684210526315,1,1,38
development,fusion_margin,20,0.09580010175704956,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,56,0.7368421052631579,1119,14.723684210526315,1120,14.736842105263158,1,1,38
development,fusion_margin,20,0.09661917388439178,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,57,0.75,1139,14.986842105263158,1140,15.0,1,1,39
development,fusion_margin,20,0.0978502631187439,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,57,0.75,1139,14.986842105263158,1140,15.0,1,1,39
development,fusion_margin,20,0.09958574175834656,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,58,0.7631578947368421,1158,15.236842105263158,1160,15.263157894736842,2,2,39
development,fusion_margin,20,0.1091349720954895,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,59,0.7763157894736842,1178,15.5,1180,15.526315789473685,2,2,40
development,fusion_margin,20,0.11915050446987152,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,60,0.7894736842105263,1198,15.763157894736842,1200,15.789473684210526,2,2,40
development,fusion_margin,20,0.1222848892211914,74,48,26,0,0,0.6486486486486487,37,14,0.4864864864864865,76,60,0.7894736842105263,1198,15.763157894736842,1200,15.789473684210526,2,2,40
development,fusion_margin,20,0.125033974647522,74,49,25,0,0,0.6621621621621622,37,15,0.4864864864864865,76,61,0.8026315789473685,1218,16.026315789473685,1220,16.05263157894737,2,2,41
development,fusion_margin,20,0.12737420201301577,74,50,24,0,0,0.6756756756756757,37,16,0.4864864864864865,76,62,0.8157894736842105,1238,16.289473684210527,1240,16.31578947368421,2,2,42
development,fusion_margin,20,0.1288507580757141,74,50,24,0,0,0.6756756756756757,37,16,0.47297297297297297,76,63,0.8289473684210527,1258,16.55263157894737,1260,16.57894736842105,2,2,43
development,fusion_margin,20,0.12900882959365845,74,50,24,0,0,0.6756756756756757,37,16,0.47297297297297297,76,63,0.8289473684210527,1258,16.55263157894737,1260,16.57894736842105,2,2,43
development,fusion_margin,20,0.13015632331371307,74,51,23,0,0,0.6891891891891891,37,17,0.47297297297297297,76,64,0.8421052631578947,1278,16.81578947368421,1280,16.842105263157894,2,2,44
development,fusion_margin,20,0.1315961480140686,74,51,23,0,0,0.6891891891891891,37,17,0.47297297297297297,76,65,0.8552631578947368,1298,17.07894736842105,1300,17.105263157894736,2,2,44
development,fusion_margin,20,0.1352853775024414,74,51,23,0,0,0.6891891891891891,37,17,0.47297297297297297,76,66,0.868421052631579,1318,17.342105263157894,1320,17.36842105263158,2,2,44
development,fusion_margin,20,0.14318108558654785,74,51,23,0,0,0.6891891891891891,37,17,0.47297297297297297,76,66,0.868421052631579,1318,17.342105263157894,1320,17.36842105263158,2,2,44
development,fusion_margin,20,0.16178497672080994,74,51,23,0,0,0.6891891891891891,37,17,0.47297297297297297,76,67,0.881578947368421,1338,17.605263157894736,1340,17.63157894736842,2,2,44
development,fusion_margin,20,0.17207756638526917,74,51,23,0,0,0.6891891891891891,37,17,0.47297297297297297,76,68,0.8947368421052632,1358,17.86842105263158,1360,17.894736842105264,2,2,45
development,fusion_margin,20,0.17629539966583252,74,51,23,0,0,0.6891891891891891,37,17,0.47297297297297297,76,69,0.9078947368421053,1378,18.13157894736842,1380,18.157894736842106,2,2,46
development,fusion_margin,20,0.17667502164840698,74,51,23,0,0,0.6891891891891891,37,17,0.47297297297297297,76,69,0.9078947368421053,1378,18.13157894736842,1380,18.157894736842106,2,2,46
development,fusion_margin,20,0.19029679894447327,74,52,22,0,0,0.7027027027027027,37,18,0.4864864864864865,76,70,0.9210526315789473,1398,18.394736842105264,1400,18.42105263157895,2,2,47
development,fusion_margin,20,0.19859519600868225,74,53,21,0,0,0.7162162162162162,37,19,0.5,76,71,0.9342105263157895,1418,18.657894736842106,1420,18.68421052631579,2,2,48
development,fusion_margin,20,0.20435720682144165,74,54,20,0,0,0.7297297297297297,37,20,0.5135135135135135,76,72,0.9473684210526315,1438,18.92105263157895,1440,18.94736842105263,2,2,49
development,fusion_margin,20,0.21036982536315918,74,54,20,0,0,0.7297297297297297,37,20,0.5135135135135135,76,72,0.9473684210526315,1438,18.92105263157895,1440,18.94736842105263,2,2,49
development,fusion_margin,20,0.24618911743164062,74,54,20,0,0,0.7297297297297297,37,20,0.5135135135135135,76,73,0.9605263157894737,1458,19.18421052631579,1460,19.210526315789473,2,2,50
development,fusion_margin,20,0.2692345976829529,74,54,20,0,0,0.7297297297297297,37,20,0.5135135135135135,76,74,0.9736842105263158,1478,19.44736842105263,1480,19.473684210526315,2,2,51
development,fusion_margin,20,0.2822944074869156,74,54,20,0,0,0.7297297297297297,37,20,0.5135135135135135,76,75,0.9868421052631579,1498,19.710526315789473,1500,19.736842105263158,2,2,52
development,fusion_margin,20,0.2881566882133484,74,54,20,0,0,0.7297297297297297,37,20,0.5135135135135135,76,75,0.9868421052631579,1498,19.710526315789473,1500,19.736842105263158,2,2,52
development,fusion_margin,20,0.28815668821334844,74,54,20,0,0,0.7297297297297297,37,20,0.5135135135135135,76,76,1.0,1518,19.973684210526315,1520,20.0,2,2,52
